Year,City,Sport,Athlete,Country,Gender,Event,Medal,Age,Height,Weight
1900,Paris,Athletics,"SHELDON, Lewis Pendleton",USA,Men,"High Jump, Standing",Bronze,25,,
1900,Paris,Athletics,"EWRY, Ray",USA,Men,"High Jump, Standing",Gold,26,185,79
1900,Paris,Athletics,"BAXTER, Irving",USA,Men,"High Jump, Standing",Silver,24,,
1900,Paris,Athletics,"LEAHY, Patrick Joseph",GBR,Men,Long Jump,Bronze,22,,
1900,Paris,Athletics,"KRAENZLEIN, Alvin",USA,Men,Long Jump,Gold,23,183,75
1900,Paris,Athletics,"PRINSTEIN, Meyer",USA,Men,Long Jump,Silver,21,180,74
1900,Paris,Athletics,"TORCHEBOEUF, Emile",FRA,Men,"Long Jump, Standing",Bronze,23,,
1900,Paris,Athletics,"EWRY, Ray",USA,Men,"Long Jump, Standing",Gold,26,185,79
1900,Paris,Athletics,"BAXTER, Irving",USA,Men,"Long Jump, Standing",Silver,24,,
1900,Paris,Athletics,"FAST, Ernst",SWE,Men,Marathon,Bronze,19,,
1900,Paris,Athletics,"THEATO, Michel",FRA,Men,Marathon,Gold,31,,
1900,Paris,Athletics,"CHAMPION, Emile",FRA,Men,Marathon,Silver,20,,
1900,Paris,Athletics,"ANDERSEN, Carl Albert",NOR,Men,Pole Vault,Bronze,23,,
1900,Paris,Athletics,"BAXTER, Irving",USA,Men,Pole Vault,Gold,24,,
1900,Paris,Athletics,"COLKETT, Meredith Bright",USA,Men,Pole Vault,Silver,21,,
1900,Paris,Athletics,"GARRETT, Robert",USA,Men,Shot Put,Bronze,24,188,81
1900,Paris,Athletics,"SHELDON, Richard",USA,Men,Shot Put,Gold,21,,
1900,Paris,Athletics,"MCCRACKEN, Josiah",USA,Men,Shot Put,Silver,26,,
1900,Paris,Athletics,"SHELDON, Lewis Pendleton",USA,Men,Triple Jump,Bronze,25,,
1900,Paris,Athletics,"PRINSTEIN, Meyer",USA,Men,Triple Jump,Gold,21,180,74
1900,Paris,Athletics,"CONNOLLY, James",USA,Men,Triple Jump,Silver,31,175,72
1900,Paris,Athletics,"GARRETT, Robert",USA,Men,"Triple Jump, Standing",Bronze,24,188,81
1900,Paris,Athletics,"EWRY, Ray",USA,Men,"Triple Jump, Standing",Gold,26,185,79
1900,Paris,Athletics,"BAXTER, Irving",USA,Men,"Triple Jump, Standing",Silver,24,,
1900,Paris,Basque Pelota,"De AMEZOLA y ASPIZUA, Jos¨¦",ESP,Men,Cesta Punta,Gold,26,,
1900,Paris,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,Cesta Punta,Gold,26,,
1900,Paris,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,Cesta Punta,Silver,46,,
1900,Paris,Basque Pelota,ETCHEGARAY,FRA,Men,Cesta Punta,Silver,,,
1900,Paris,Cricket,"BEACHCROFT, Charles",GBR,Men,Cricket,Gold,,,
1900,Paris,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,Cricket,Gold,24,,
1900,Paris,Cricket,"BOWERMAN, Alfred James",GBR,Men,Cricket,Gold,26,,
1900,Paris,Cricket,"BUCKLEY, George John",GBR,Men,Cricket,Gold,24,,
1900,Paris,Cricket,"BURCHELL, Francis Romulus",GBR,Men,Cricket,Gold,26,,
1900,Paris,Cricket,"CHRISTIAN, Frederick William",GBR,Men,Cricket,Gold,32,,
1900,Paris,Cricket,"CORNER, Harry Richard",GBR,Men,Cricket,Gold,25,,
1900,Paris,Cricket,"CUMING, Frederick Wlliam",GBR,Men,Cricket,Gold,24,,
1900,Paris,Cricket,"DONNE, William Stephen",GBR,Men,Cricket,Gold,24,,
1900,Paris,Cricket,"POWLESLAND, Alfred James",GBR,Men,Cricket,Gold,24,,
1900,Paris,Cricket,"SYMES, John",GBR,Men,Cricket,Gold,21,,
1900,Paris,Cricket,"TOLLER, Montagu Henry",GBR,Men,Cricket,Gold,29,,
1900,Paris,Cricket,"ANDERSON, W.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"ATTRILL, W.T.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"BRAID, J.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"BROWNING, W.",FRA,Men,Cricket,Silver,44,,
1900,Paris,Cricket,"HORNE, R.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"JORDAN, T.H.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"MCEVOY, A.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"ROBINSON, D.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"ROQUES, F.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"SCHNEIDAU, A.J.",FRA,Men,Cricket,Silver,,,
1900,Paris,Cricket,"TERRY, Henry John",FRA,Men,Cricket,Silver,44,,
1900,Paris,Cricket,"TOMALIN, P.H.",FRA,Men,Cricket,Silver,44,,
1900,Paris,Croquet,AUMOITTE,FRA,Men,Double,Gold,15,,
1900,Paris,Croquet,JOHIN,FRA,Men,Double,Gold,22,,
1900,Paris,Croquet,WAYDELICH,FRA,Men,Individual 1 Ball,Bronze,58,,
1900,Paris,Croquet,AUMOITTE,FRA,Men,Individual 1 Ball,Gold,38,,
1900,Paris,Croquet,JOHIN,FRA,Men,Individual 1 Ball,Silver,,,
1900,Paris,Croquet,SAUTREAU,FRA,Men,Individual 2 Balls,Bronze,28,,
1900,Paris,Croquet,WAYDELICH,FRA,Men,Individual 2 Balls,Gold,58,,
1900,Paris,Croquet,VIGNEROT,FRA,Men,Individual 2 Balls,Silver,28,,
1900,Paris,Cycling,"DAUMAIN, .....",FRA,Men,25 Kilometres,Bronze,22,,
1900,Paris,Cycling,"BASTIEN, Louis",FRA,Men,25 Kilometres,Gold,18,,
1900,Paris,Cycling,"HILDEBRAND, Louis",FRA,Men,25 Kilometres,Silver,17,,
1900,Paris,Cycling,"LAKE, John Henry",USA,Men,Sprint Indivual,Bronze,22,172,
1900,Paris,Cycling,"TAILLANDIER, Georges",FRA,Men,Sprint Indivual,Gold,21,,
1900,Paris,Cycling,"SANZ, Fernand",FRA,Men,Sprint Indivual,Silver,19,,
1900,Paris,Equestrian,"VAN DE POELE, Georges",BEL,Men,High Jump,Bronze,,,
1900,Paris,Equestrian,"GARDERES, Dominique Maximien",FRA,Men,High Jump,Gold,43,,
1900,Paris,Equestrian,"TRISSINO, Gian Giorgio",ITA,Men,High Jump,Gold,22,,
1900,Paris,Equestrian,"DE CHAMPSAVIN, Louis",FRA,Men,Individual,Bronze,32,166,
1900,Paris,Equestrian,"HAEGEMAN, Aim¨¦",BEL,Men,Individual,Gold,38,,
1900,Paris,Equestrian,"VAN DE POELE, Georges",BEL,Men,Individual,Silver,,,
1900,Paris,Equestrian,DE BELLEGARDE,FRA,Men,Long Jump Individual,Bronze,,,
1900,Paris,Equestrian,"VAN LANGHENDONCK, Constant",BEL,Men,Long Jump Individual,Gold,30,,
1900,Paris,Equestrian,"TRISSINO, Gian Giorgio",ITA,Men,Long Jump Individual,Silver,22,,
1900,Paris,Fencing,"SEE, L¨¦on",FRA,Men,¨¦p¨¦e Individual,Bronze,22,,
1900,Paris,Fencing,"FONST, Ramon",CUB,Men,¨¦p¨¦e Individual,Gold,16,,
1900,Paris,Fencing,"PERREE, Louis",FRA,Men,¨¦p¨¦e Individual,Silver,29,,
1900,Paris,Fencing,"SEE, L¨¦on",FRA,Men,"¨¦p¨¦e, Amateurs And Masters",Bronze,22,,
1900,Paris,Fencing,"AYAT, Albert",FRA,Men,"¨¦p¨¦e, Amateurs And Masters",Gold,25,,
1900,Paris,Fencing,"FONST, Ramon",CUB,Men,"¨¦p¨¦e, Amateurs And Masters",Silver,16,,
1900,Paris,Fencing,"LAURENT, Henri",FRA,Men,"¨¦p¨¦e, Masters",Bronze,19,,
1900,Paris,Fencing,"AYAT, Albert",FRA,Men,"¨¦p¨¦e, Masters",Gold,25,,
1900,Paris,Fencing,"BOUGNOL, Emile",FRA,Men,"¨¦p¨¦e, Masters",Silver,33,,
1900,Paris,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,Foil Individual,Bronze,26,,
1900,Paris,Fencing,"COSTE, Emile",FRA,Men,Foil Individual,Gold,38,,
1900,Paris,Fencing,"MASSON, Henri",FRA,Men,Foil Individual,Silver,28,,
1900,Paris,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"Foil, Masters",Bronze,29,,
1900,Paris,Fencing,"MERIGNAC, Lucien",FRA,Men,"Foil, Masters",Gold,26,,
1900,Paris,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"Foil, Masters",Silver,26,170,
1900,Paris,Fencing,"FLESCH, Siegfried",AUT,Men,Sabre Individual,Bronze,28,,
1900,Paris,Fencing,"DE LA FALAISE, Georges",FRA,Men,Sabre Individual,Gold,34,,
1900,Paris,Fencing,"THIEBAUT, L¨¦on",FRA,Men,Sabre Individual,Silver,,,
1900,Paris,Fencing,"NERALIC, Milan",AUT,Men,"Sabre, Masters",Bronze,25,,
1900,Paris,Fencing,"CONTE, Antonio",ITA,Men,"Sabre, Masters",Gold,32,,
1900,Paris,Fencing,"SANTELLI, Italo",ITA,Men,"Sabre, Masters",Silver,33,,
1900,Paris,Football,"DELBECQUE, Albert",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"KELECOM, R.",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"LEBOUTTE, Marcel",BEL,Men,Football,Bronze,,,
1900,Paris,Football,LONDOT,BEL,Men,Football,Bronze,,,
1900,Paris,Football,"MOREAU, Ernest",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"NEEFS, E.",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"PELGRIMS, Georges",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"RENIER, Alphonse",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"SPANNOGHE, E.",BEL,Men,Football,Bronze,,,
1900,Paris,Football,"THORNTON, Erich",BEL,Men,Football,Bronze,,,
1900,Paris,Football,VAN HEUCKELUM,BEL,Men,Football,Bronze,,,
1900,Paris,Football,"BUCKENHAM, Claude Percy",GBR,Men,Football,Gold,24,,
1900,Paris,Football,"BURRIDGE, T.E.",GBR,Men,Football,Gold,19,,
1900,Paris,Football,"CHALK, Alfred Ernest",GBR,Men,Football,Gold,25,,
1900,Paris,Football,"GROSLING, William Sullivan",GBR,Men,Football,Gold,30,,
1900,Paris,Football,"HASLAM, A.",GBR,Men,Football,Gold,,,
1900,Paris,Football,"JONES, J.H.",GBR,Men,Football,Gold,,,
1900,Paris,Football,"NICHOLAS, J.",GBR,Men,Football,Gold,20,,
1900,Paris,Football,"QUASH, William Francis",GBR,Men,Football,Gold,31,,
1900,Paris,Football,"SPACKMAN, F.G.",GBR,Men,Football,Gold,,,
1900,Paris,Football,"TURNER, R.R.",GBR,Men,Football,Gold,18,,
1900,Paris,Football,"ZEALLEY, James Edward",GBR,Men,Football,Gold,,,
1900,Paris,Football,"ALLEMANE, Pierre",FRA,Men,Football,Silver,18,,
1900,Paris,Football,BACH,FRA,Men,Football,Silver,17,,
1900,Paris,Football,"BLOCH, Jean",FRA,Men,Football,Silver,,,
1900,Paris,Football,"CANELLE, Fernand",FRA,Men,Football,Silver,18,,
1900,Paris,Football,DUPARC,FRA,Men,Football,Silver,,,
1900,Paris,Football,FRAYSSE,FRA,Men,Football,Silver,20,,
1900,Paris,Football,GAILLARD,FRA,Men,Football,Silver,22,,
1900,Paris,Football,"GARNIER, Ren¨¦",FRA,Men,Football,Silver,,,
1900,Paris,Football,GRANDJEAN,FRA,Men,Football,Silver,,,
1900,Paris,Football,HUTEAU,FRA,Men,Football,Silver,21,,
1900,Paris,Football,LAMBERT,FRA,Men,Football,Silver,,,
1900,Paris,Football,MACAIRE,FRA,Men,Football,Silver,18,,
1900,Paris,Football,PELTIER,FRA,Men,Football,Silver,,,
1900,Paris,Golf,"ROBERTSON, David Donaldson",GBR,Men,Individual,Bronze,31,,
1900,Paris,Golf,"SANDS, Charles Edward",USA,Men,Individual,Gold,34,181,
1900,Paris,Golf,"RUTHERFORD, Walter",GBR,Men,Individual,Silver,42,,
1900,Paris,Golf,"PRATT, Daria",USA,Women,Individual,Bronze,41,,
1900,Paris,Golf,"ABBOTT, Margaret Ives",USA,Women,Individual,Gold,23,,
1900,Paris,Golf,"WHITTIER, Pauline",USA,Women,Individual,Silver,23,,
1900,Paris,Gymnastics,"DEMANET, Lucien",FRA,Men,Individual All-Round,Bronze,25,,
1900,Paris,Gymnastics,"SANDRAS, Gustave",FRA,Men,Individual All-Round,Gold,28,,
1900,Paris,Gymnastics,"BAS, No?l",FRA,Men,Individual All-Round,Silver,22,,
1900,Paris,Polo,"BOUSSOD, Jean",ZZX,Men,Polo,Bronze,,,
1900,Paris,Polo,"DUC DE BISACCIA, Louis",ZZX,Men,Polo,Bronze,,,
1900,Paris,Polo,"FAUQUET LEMAITRE, A.",ZZX,Men,Polo,Bronze,,,
1900,Paris,Polo,"RAOUL-DUVAL, Maurice",ZZX,Men,Polo,Bronze,,,
1900,Paris,Polo,"DALY, Dennis",ZZX,Men,Polo,Gold,,,
1900,Paris,Polo,"KEENE, Foxhall Parker",ZZX,Men,Polo,Gold,,,
1900,Paris,Polo,"MACKEY, Frank Jay",ZZX,Men,Polo,Gold,,,
1900,Paris,Polo,"RAWLINSON, Alfred",ZZX,Men,Polo,Gold,,,
1900,Paris,Polo,"BUCKMASTER, Walter Selby",ZZX,Men,Polo,Silver,,,
1900,Paris,Polo,"COMTE DE MADRE, Jos¨¦ Pierre M.J.",ZZX,Men,Polo,Silver,,,
1900,Paris,Polo,"FREAKE, Frederick Maitland",ZZX,Men,Polo,Silver,,,
1900,Paris,Polo,"MCCREERY, Walter Adolph",ZZX,Men,Polo,Silver,,,
1900,Paris,Rowing,"BRANDT, Francois Antoine",NED,Men,Eight With Coxswain (8+),Bronze,25,,
1900,Paris,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Eight With Coxswain (8+),Bronze,28,,60
1900,Paris,Rowing,"KLEIN, Roelof",NED,Men,Eight With Coxswain (8+),Bronze,22,,
1900,Paris,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,Eight With Coxswain (8+),Bronze,22,,
1900,Paris,Rowing,"MIDDELBERG, Walter",NED,Men,Eight With Coxswain (8+),Bronze,25,,
1900,Paris,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,Eight With Coxswain (8+),Bronze,24,,
1900,Paris,Rowing,"THIJSSEN, Walter",NED,Men,Eight With Coxswain (8+),Bronze,22,,
1900,Paris,Rowing,"TROMP, Henricus",NED,Men,Eight With Coxswain (8+),Bronze,22,,
1900,Paris,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,Eight With Coxswain (8+),Bronze,31,,
1900,Paris,Rowing,"ABELL, Louis",USA,Men,Eight With Coxswain (8+),Gold,15,,
1900,Paris,Rowing,"CARR, William",USA,Men,Eight With Coxswain (8+),Gold,23,,
1900,Paris,Rowing,"DEBAECKE, Harry",USA,Men,Eight With Coxswain (8+),Gold,20,,
1900,Paris,Rowing,"EXLEY, John",USA,Men,Eight With Coxswain (8+),Gold,32,,
1900,Paris,Rowing,"GEIGER, John",USA,Men,Eight With Coxswain (8+),Gold,27,,83
1900,Paris,Rowing,"HEDLEY, Edward",USA,Men,Eight With Coxswain (8+),Gold,35,,
1900,Paris,Rowing,"JUVENAL, James",USA,Men,Eight With Coxswain (8+),Gold,26,,
1900,Paris,Rowing,"LOCKWOOD, Roscoe",USA,Men,Eight With Coxswain (8+),Gold,24,,
1900,Paris,Rowing,"MARSH, Edward",USA,Men,Eight With Coxswain (8+),Gold,26,,
1900,Paris,Rowing,"BRUGGEMAN, Prosp¨¨re",BEL,Men,Eight With Coxswain (8+),Silver,27,,
1900,Paris,Rowing,"DE BISSCHOP, Jules",BEL,Men,Eight With Coxswain (8+),Silver,21,,
1900,Paris,Rowing,"DE COCK, Oscar",BEL,Men,Eight With Coxswain (8+),Silver,,,
1900,Paris,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,Eight With Coxswain (8+),Silver,23,,78
1900,Paris,Rowing,"HEMELSOET, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,25,,
1900,Paris,Rowing,"ODBERG, Frank",BEL,Men,Eight With Coxswain (8+),Silver,21,,
1900,Paris,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,Eight With Coxswain (8+),Silver,19,,
1900,Paris,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,Eight With Coxswain (8+),Silver,,,51
1900,Paris,Rowing,"VERDONCK, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,26,,
1900,Paris,Rowing,"CARSTENS, Wilhelm",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,31,,
1900,Paris,Rowing,"FELLE, Ernst",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,24,,
1900,Paris,Rowing,"FICKEISEN, Otto",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,20,,
1900,Paris,Rowing,"K?RNER, Julius",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,29,,
1900,Paris,Rowing,"KR?WERATH, Franz",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,19,,
1900,Paris,Rowing,"LEHLE, Carl",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,27,,
1900,Paris,Rowing,"M?LLER, Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,22,,
1900,Paris,Rowing,"MOTHS, Gustav Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,22,,
1900,Paris,Rowing,"R¨¹STER, Hugo",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,28,,
1900,Paris,Rowing,"WILKER, Hermann",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,25,,
1900,Paris,Rowing,"BOUCKAERT, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,30,,
1900,Paris,Rowing,"CAU, Jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,25,,
1900,Paris,Rowing,CHARLOT,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,,,
1900,Paris,Rowing,"DELCHAMBRE, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,24,,
1900,Paris,Rowing,"GOSSLER, Carl Heinrich",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,15,,
1900,Paris,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,21,,
1900,Paris,Rowing,"GOSSLER, Oscar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,24,,
1900,Paris,Rowing,"HAZEBROUCK, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,22,,
1900,Paris,Rowing,"KATZENSTEIN, Walther",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,21,,
1900,Paris,Rowing,"TIETGENS, Waldemar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,21,,
1900,Paris,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,28,,60
1900,Paris,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,21,,
1900,Paris,Rowing,"LOTSY, Gerhard Oswald",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,22,,
1900,Paris,Rowing,"LOTSY, Paulus Jan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,20,,
1900,Paris,Rowing,"LUMPP, Georges",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,25,,
1900,Paris,Rowing,"PERRIN, Charles",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,24,,
1900,Paris,Rowing,"SOUBEYRAN, Daniel",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,24,,
1900,Paris,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,21,,
1900,Paris,Rowing,"WEGELIN, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,24,,
1900,Paris,Rowing,"DELTOUR, Carlos",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,36,,
1900,Paris,Rowing,"PAOLI, Raoul",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,,,
1900,Paris,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,21,,
1900,Paris,Rowing,"BRANDT, Francois Antoine",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,,,
1900,Paris,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,,,
1900,Paris,Rowing,"KLEIN, Roelof",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,,,
1900,Paris,Rowing,"MARTINET, Louis",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,,,
1900,Paris,Rowing,UNKNOWN COX / BARREUR INCONNU,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,47,,
1900,Paris,Rowing,WALEFF,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,25,,
1900,Paris,Rowing,"ASHE, Saint-George",GBR,Men,Single Sculls (1X),Bronze,28,,
1900,Paris,Rowing,"BARRELET, Henri",FRA,Men,Single Sculls (1X),Gold,20,,
1900,Paris,Rowing,"GAUDIN, Andr¨¦",FRA,Men,Single Sculls (1X),Silver,,,
1900,Paris,Rugby,"AITOFF, Vladimir",FRA,Men,Rugby,Gold,20,,
1900,Paris,Rugby,"ALBERT, A.",FRA,Men,Rugby,Gold,,,
1900,Paris,Rugby,"BINOCHE, Jean, L??on",FRA,Men,Rugby,Gold,21,,
1900,Paris,Rugby,"COLLAS, Jean",FRA,Men,Rugby,Gold,25,,
1900,Paris,Rugby,"GAUTIER, Jean Guy",FRA,Men,Rugby,Gold,24,,
1900,Paris,Rugby,"GIROUX, Auguste",FRA,Men,Rugby,Gold,25,,
1900,Paris,Rugby,"GONDOUIN, Charles",FRA,Men,Rugby,Gold,24,,
1900,Paris,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,Rugby,Gold,24,,
1900,Paris,Rugby,"HERVE, Jean",FRA,Men,Rugby,Gold,,,
1900,Paris,Rugby,"LARDANCHET, Victor",FRA,Men,Rugby,Gold,36,,
1900,Paris,Rugby,"LEFEBVRE, Hubert",FRA,Men,Rugby,Gold,21,,
1900,Paris,Rugby,"OLIVIER, Joseph",FRA,Men,Rugby,Gold,25,180,74
1900,Paris,Rugby,"PHARAMOND, Alexandre",FRA,Men,Rugby,Gold,23,164,70
1900,Paris,Rugby,"REICHEL, Frantz",FRA,Men,Rugby,Gold,29,,
1900,Paris,Rugby,"RISCHMANN, Andr¨¦",FRA,Men,Rugby,Gold,18,,
1900,Paris,Rugby,"ROOSEVELT, Albert",FRA,Men,Rugby,Gold,,,
1900,Paris,Rugby,"SARRADE, Emile",FRA,Men,Rugby,Gold,23,,
1900,Paris,Rugby,"AMRHEIN, Albert",GER,Men,Rugby,Silver,29,,
1900,Paris,Rugby,"BAYLISS, F.C.",GBR,Men,Rugby,Silver,23,,
1900,Paris,Rugby,"BETTING, Hugo",GER,Men,Rugby,Silver,20,,
1900,Paris,Rugby,"BIRTLES, J.Henry",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"CAUTLON, J.",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"DARBY, Artur John",GBR,Men,Rugby,Silver,24,,
1900,Paris,Rugby,"DEYKIN, C.P.",GBR,Men,Rugby,Silver,22,,
1900,Paris,Rugby,"HERRMANN, Jacob",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"HOFMEISTER, Willy",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"HOOD, L.",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"KREUZER, Hermann",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"LANDVOIGT, Arnold",GER,Men,Rugby,Silver,21,,
1900,Paris,Rugby,"LATSCHA, Hans",GER,Men,Rugby,Silver,19,,
1900,Paris,Rugby,"LOGAN, M.L.",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"LOVEITT, H.A.",GBR,Men,Rugby,Silver,26,180,71
1900,Paris,Rugby,"LUDWIG, Erich",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"LUDWIG, Richard",GER,Men,Rugby,Silver,22,,
1900,Paris,Rugby,"M¨¹LLER, Fritz",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"NICOL, N.S.",GBR,Men,Rugby,Silver,27,,
1900,Paris,Rugby,"POPPE, Eduard",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"REITZ, Heinrich",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"SCHMIERER, August",GER,Men,Rugby,Silver,30,,
1900,Paris,Rugby,"SMITH, V.",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"STOCKHAUSEN, Adolf",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"TALBOT, M.W.",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"WALLIS, J.G.",GBR,Men,Rugby,Silver,26,,
1900,Paris,Rugby,"WENDEROTH, Georg",GER,Men,Rugby,Silver,,,
1900,Paris,Rugby,"WHITTINDALE, Claud",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"WHITTINDALE, Raymond",GBR,Men,Rugby,Silver,,,
1900,Paris,Rugby,"WILSON, Francis Henry",GBR,Men,Rugby,Silver,,,
1900,Paris,Sailing,"MICHELET, E.",FRA,Men,0.5-1T,Bronze,32,,
1900,Paris,Sailing,"MICHELET, F.",FRA,Men,0.5-1T,Bronze,32,,
1900,Paris,Sailing,"GRETTON, John H.",GBR,Men,0.5-1T,Gold,32,,
1900,Paris,Sailing,"HOPE, Linton",GBR,Men,0.5-1T,Gold,32,,
1900,Paris,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,0.5-1T,Gold,29,,
1900,Paris,Sailing,"BAUDRIER, Jacques",FRA,Men,0.5-1T,Silver,28,,
1900,Paris,Sailing,"LEBRET, Jean",FRA,Men,0.5-1T,Silver,,,
1900,Paris,Sailing,MARCOTTE,FRA,Men,0.5-1T,Silver,34,,
1900,Paris,Sailing,"MARTIN, William",FRA,Men,0.5-1T,Silver,71,,
1900,Paris,Sailing,VALTON,FRA,Men,0.5-1T,Silver,33,,
1900,Paris,Sailing,"HORE, Edward",GBR,Men,10-20T,Bronze,50,,
1900,Paris,Sailing,"BILLARD, Emile",FRA,Men,10-20T,Gold,48,,
1900,Paris,Sailing,"PERQUER, P.",FRA,Men,10-20T,Gold,40,,
1900,Paris,Sailing,"LE DUC DECAZES, Jean",FRA,Men,10-20T,Silver,27,,
1900,Paris,Sailing,"MACHENRY, M.",USA,Men,3-10T,Bronze,,,
1900,Paris,Sailing,"TAYLOR, Howard",GBR,Men,3-10T,Gold,,,
1900,Paris,Sailing,"GUFFLET, Maurice",FRA,Men,3-10T,Silver,16,,
1900,Paris,Sailing,"MICHELET, E.",FRA,Men,Open Class,Bronze,32,,
1900,Paris,Sailing,"MICHELET, F.",FRA,Men,Open Class,Bronze,,,
1900,Paris,Sailing,"GRETTON, John H.",GBR,Men,Open Class,Gold,32,,
1900,Paris,Sailing,"HOPE, Linton",GBR,Men,Open Class,Gold,29,,
1900,Paris,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,Open Class,Gold,29,,
1900,Paris,Sailing,"NAUE, Georg",GER,Men,Open Class,Silver,,,
